# Exact diagonalization results provided by
# https://alps.comp-phys.org/groupcodes/groupcodes/gukel/majoranaphotons/lindbladtebd/evolve_3sites.py
# Copyright (C) 2013 by Jan Gukelberger <gukelberger@phys.ethz.ch>
#
# time                    n_1                      n_2                      n_3
1.080000000000000071e+00 3.239923736081236627e-01 1.224629468901906534e-03 3.239923736081274375e-01
1.100000000000000089e+00 3.219441944351240092e-01 1.480322128949952069e-04 3.219441944351279505e-01
1.120000000000000107e+00 3.193973324345283360e-01 1.100191628613916817e-04 3.193973324345322773e-01
1.140000000000000124e+00 3.163638760119409366e-01 1.086085074669009345e-03 3.163638760119449334e-01
1.160000000000000142e+00 3.128573293175804237e-01 3.048895831939357065e-03 3.128573293175845316e-01
1.179999999999999938e+00 3.088925458012045655e-01 5.968421315344778731e-03 3.088925458012087288e-01
1.199999999999999956e+00 3.044856584558768842e-01 9.812074894388811766e-03 3.044856584558811030e-01
1.219999999999999973e+00 2.996540070289268609e-01 1.454485898496501832e-02 2.996540070289311353e-01
1.239999999999999991e+00 2.944160624838539353e-01 2.012951610519048140e-02 2.944160624838583762e-01
1.260000000000000009e+00 2.887913490013233608e-01 2.652668485321951763e-02 2.887913490013278017e-01
1.280000000000000027e+00 2.828003638107912665e-01 3.369506022395754585e-02 2.828003638107956519e-01
1.300000000000000044e+00 2.764644951466955769e-01 4.159155767680483562e-02 2.764644951466999623e-01
1.320000000000000062e+00 2.698059386245519886e-01 5.017148036374821651e-02 2.698059386245563185e-01
1.340000000000000080e+00 2.628476123327219693e-01 5.938868892626483070e-02 2.628476123327262437e-01
1.360000000000000098e+00 2.556130709350845076e-01 6.919577327057531424e-02 2.556130709350887265e-01
1.380000000000000115e+00 2.481264190783570300e-01 7.954422573375243000e-02 2.481264190783613044e-01
1.400000000000000133e+00 2.404122243954013860e-01 9.038461505801403950e-02 2.404122243954056881e-01
1.420000000000000151e+00 2.324954303925323984e-01 1.016667605971617733e-01 2.324954303925367283e-01
1.439999999999999947e+00 2.244012695046526673e-01 1.133399061875190184e-01 2.244012695046570249e-01
1.459999999999999964e+00 2.161551765969875472e-01 1.253528931258179324e-01 2.161551765969919603e-01
1.479999999999999982e+00 2.077827031863246632e-01 1.376543317082264128e-01 2.077827031863290486e-01
1.500000000000000000e+00 1.993094326480005507e-01 1.501927707980272864e-01 1.993094326480049083e-01
1.520000000000000018e+00 1.907608966674615991e-01 1.629168649042959938e-01 1.907608966674659012e-01
1.540000000000000036e+00 1.821624931870880759e-01 1.757755382701965130e-01 1.821624931870923503e-01
1.560000000000000053e+00 1.735394060901513935e-01 1.887181454871552921e-01 1.735394060901556679e-01
1.580000000000000071e+00 1.649165268543122120e-01 2.016946281700956745e-01 1.649165268543163754e-01
1.600000000000000089e+00 1.563183783970021612e-01 2.146556672490466666e-01 1.563183783970061858e-01
1.620000000000000107e+00 1.477690413244082124e-01 2.275528304536869606e-01 1.477690413244121537e-01
1.640000000000000124e+00 1.392920827846369780e-01 2.403387145896690447e-01 1.392920827846408638e-01
1.660000000000000142e+00 1.309104881140221999e-01 2.529670822287944931e-01 1.309104881140260024e-01
1.680000000000000160e+00 1.226465954534979030e-01 2.653929924591948986e-01 1.226465954535016223e-01
1.699999999999999956e+00 1.145220334995379896e-01 2.775729253665165097e-01 1.145220334995416395e-01
1.719999999999999973e+00 1.065576625414031420e-01 2.894648999426250868e-01 1.065576625414066947e-01
1.739999999999999991e+00 9.877351892339078510e-02 3.010285851444380323e-01 9.877351892339425454e-02
1.760000000000000009e+00 9.118876305749473721e-02 3.122254038520707597e-01 9.118876305749806788e-02
1.780000000000000027e+00 8.382163109839713133e-02 3.230186295024492504e-01 8.382163109840035098e-02
1.800000000000000044e+00 7.668939037908428791e-02 3.333734752018065461e-01 7.668939037908738265e-02
1.820000000000000062e+00 6.980829869164321966e-02 3.432571751479469024e-01 6.980829869164618950e-02
1.840000000000000080e+00 6.319356748400714596e-02 3.526390582207405977e-01 6.319356748400997703e-02
1.860000000000000098e+00 5.685932902961789159e-02 3.614906136269126491e-01 5.685932902962060470e-02
1.880000000000000115e+00 5.081860761320858288e-02 3.697855485127178321e-01 5.081860761321115028e-02
1.900000000000000133e+00 4.508329476222309312e-02 3.774998374854673377e-01 4.508329476222553561e-02
1.920000000000000151e+00 3.966412853982459463e-02 3.846117640120020331e-01 3.966412853982690528e-02
1.939999999999999947e+00 3.457067690204380928e-02 3.911019536890096293e-01 3.457067690204597421e-02
1.959999999999999964e+00 2.981132510842150404e-02 3.969533994064765592e-01 2.981132510842353367e-02
1.979999999999999982e+00 2.539326716254697650e-02 4.021514784514688690e-01 2.539326716254886041e-02
2.000000000000000000e+00 2.132250124622318138e-02 4.066839616247804323e-01 2.132250124622491610e-02
2.020000000000000018e+00 1.760382909863764805e-02 4.105410144676904238e-01 1.760382909863923012e-02
2.040000000000000036e+00 1.424085927991901833e-02 4.137151907200662393e-01 1.424085927992045468e-02
2.060000000000000053e+00 1.123601424684741133e-02 4.162014181542788571e-01 1.123601424684869676e-02
2.080000000000000071e+00 8.590541157292635663e-03 4.179969769517773992e-01 8.590541157293771907e-03
2.100000000000000089e+00 6.304526309208401472e-03 4.191014708106690634e-01 6.304526309209387662e-03
2.120000000000000107e+00 4.376913109739691797e-03 4.195167909931865613e-01 4.376913109740528801e-03
2.140000000000000124e+00 2.805523460231012893e-03 4.192470735414690064e-01 2.805523460231700711e-03
2.160000000000000142e+00 1.587082433678329218e-03 4.182986499085675214e-01 1.587082433678869151e-03
2.180000000000000160e+00 7.172461124691060196e-04 4.166799912689878593e-01 7.172461124694991513e-04
2.200000000000000178e+00 1.906324461222726012e-04 4.144016467893437139e-01 1.906324461225204769e-04
2.220000000000000195e+00 8.549811906188596609e-07 4.114761761547963692e-01 8.549811907233449866e-07
2.240000000000000213e+00 1.405593085371670682e-04 4.079180766608554443e-01 1.405593085371302053e-04
2.260000000000000231e+00 6.014620668575287182e-04 4.037437051927970644e-01 6.014620668573528606e-04
2.280000000000000249e+00 1.374392335602932051e-03 3.989711954263875926e-01 1.374392335602620235e-03
2.300000000000000266e+00 2.449335245372137506e-03 3.936203705937774133e-01 2.449335245371692116e-03
2.320000000000000284e+00 3.815477629391281558e-03 3.877126521673249226e-01 3.815477629390705630e-03
2.339999999999999858e+00 5.461255535893128413e-03 3.812709648217265657e-01 5.461255535892425850e-03
2.359999999999999876e+00 7.374403418043345461e-03 3.743196380411575319e-01 7.374403418042519733e-03
2.379999999999999893e+00 9.542004815541349494e-03 3.668843047431674664e-01 9.542004815540402335e-03
2.399999999999999911e+00 1.195054434014485543e-02 3.589917972948304392e-01 1.195054434014379031e-02
2.419999999999999929e+00 1.458596077612647583e-02 3.506700412991339277e-01 1.458596077612530142e-02
2.439999999999999947e+00 1.743370110606142984e-02 3.419479475308063177e-01 1.743370110606014961e-02
2.459999999999999964e+00 2.047877527235945905e-02 3.328553024007560035e-01 2.047877527235808168e-02
2.479999999999999982e+00 2.370581148558179030e-02 3.234226573270406191e-01 2.370581148558031578e-02
2.500000000000000000e+00 2.709911189181319138e-02 3.136812173878245069e-01 2.709911189181162319e-02
2.520000000000000018e+00 3.064270841317686886e-02 3.036627296281486643e-01 3.064270841317521393e-02
2.540000000000000036e+00 3.432041857797031581e-02 2.933993713875555631e-01 3.432041857796857415e-02
2.560000000000000053e+00 3.811590115984694882e-02 2.829236390097195630e-01 3.811590115984512389e-02
2.580000000000000071e+00 4.201271144895286913e-02 2.722682372882620494e-01 4.201271144895096787e-02
2.600000000000000089e+00 4.599435598193030161e-02 2.614659699949284932e-01 4.599435598192833791e-02
2.620000000000000107e+00 5.004434656219872851e-02 2.505496318273043865e-01 5.004434656219669542e-02
2.640000000000000124e+00 5.414625340689781935e-02 2.395519021033007401e-01 5.414625340689573768e-02
2.660000000000000142e+00 5.828375726230103360e-02 2.285052405187906754e-01 5.828375726229889642e-02
2.680000000000000160e+00 6.244070033535837477e-02 2.174417852730801681e-01 6.244070033535620290e-02
2.700000000000000178e+00 6.660113589527787148e-02 2.063932538543923612e-01 6.660113589527566491e-02
2.720000000000000195e+00 7.074937640567896535e-02 1.953908467642981872e-01 7.074937640567670327e-02
2.740000000000000213e+00 7.487004005482197910e-02 1.844651544460848558e-01 7.487004005481970315e-02
2.760000000000000231e+00 7.894809555870666018e-02 1.736460676674753956e-01 7.894809555870437034e-02
2.780000000000000249e+00 8.296890511941051871e-02 1.629626915929564268e-01 8.296890511940824275e-02
2.800000000000000266e+00 8.691826542887778895e-02 1.524432637652928524e-01 8.691826542887548523e-02
2.820000000000000284e+00 9.078244661643819491e-02 1.421150761996692879e-01 9.078244661643587732e-02
2.839999999999999858e+00 9.454822904660763194e-02 1.320044017773543688e-01 9.454822904660530047e-02
2.859999999999999876e+00 9.820293788216333253e-02 1.221364251089012143e-01 9.820293788216102882e-02
2.879999999999999893e+00 1.017344753360709952e-01 1.125351780197294121e-01 1.017344753360686915e-01
2.899999999999999911e+00 1.051313505445349294e-01 1.032234797935443482e-01 1.051313505445325980e-01
2.919999999999999929e+00 1.083827070022190392e-01 9.422288229149890226e-02 1.083827070022167216e-01
2.939999999999999947e+00 1.114783475095133675e-01 8.555362004734684556e-02 1.114783475095110499e-01
2.959999999999999964e+00 1.144087565905703291e-01 7.723456542113878165e-02 1.144087565905680531e-01
2.979999999999999982e+00 1.171651203496781174e-01 6.928318887632564649e-02 1.171651203496758692e-01
3.000000000000000000e+00 1.197393437423452528e-01 6.171552442752027690e-02 1.197393437423430324e-01
3.020000000000000018e+00 1.221240652462150800e-01 5.454614028867968423e-02 1.221240652462129150e-01
3.040000000000000036e+00 1.243126689255820705e-01 4.778811473416344491e-02 1.243126689255799472e-01
3.060000000000000053e+00 1.262992938918175989e-01 4.145301716805161601e-02 1.262992938918155172e-01
3.080000000000000071e+00 1.280788411704069651e-01 3.555089438031885235e-02 1.280788411704049112e-01
3.100000000000000089e+00 1.296469779935240929e-01 3.009026195201079668e-02 1.296469779935220668e-01
3.120000000000000107e+00 1.310001395451042827e-01 2.507810075550145554e-02 1.310001395451022566e-01
3.140000000000000124e+00 1.321355281931937964e-01 2.051985848027317039e-02 1.321355281931917980e-01
3.160000000000000142e+00 1.330511102519378597e-01 1.641945609949610127e-02 1.330511102519358890e-01
3.180000000000000160e+00 1.337456103228920612e-01 1.277929917803552647e-02 1.337456103228901738e-01
3.200000000000000178e+00 1.342185032723912097e-01 9.600293908419758881e-03 1.342185032723893778e-01
3.220000000000000195e+00 1.344700039084596732e-01 6.881867747797906776e-03 1.344700039084578969e-01
3.240000000000000213e+00 1.345010544271890152e-01 4.621994516037863411e-03 1.345010544271872943e-01
3.260000000000000231e+00 1.343133097046169677e-01 2.817223802893613783e-03 1.343133097046152746e-01
3.280000000000000249e+00 1.339091205159110565e-01 1.462714520635644997e-03 1.339091205159094189e-01
3.300000000000000266e+00 1.332915147690710567e-01 5.522724277158216639e-04 1.332915147690695579e-01
3.320000000000000284e+00 1.324641768454072055e-01 7.839143895200301659e-05 1.324641768454057622e-01
3.340000000000000302e+00 1.314314251437149750e-01 3.229852838902978377e-05 1.314314251437136427e-01
3.359999999999999876e+00 1.301981879293456490e-01 4.040020224396115149e-04 1.301981879293443722e-01
3.379999999999999893e+00 1.287699775932503732e-01 1.182343073146500771e-03 1.287699775932491797e-01
3.399999999999999911e+00 1.271528634295571447e-01 2.355050094448714500e-03 1.271528634295559790e-01
3.419999999999999929e+00 1.253534430433107527e-01 3.908795938189222989e-03 1.253534430433096702e-01
3.439999999999999947e+00 1.233788125026703125e-01 5.829257581276482691e-03 1.233788125026692994e-01
3.459999999999999964e+00 1.212365353521069611e-01 8.101178090911596505e-03 1.212365353521060313e-01
3.479999999999999982e+00 1.189346106049840313e-01 1.070843063111832742e-02 1.189346106049831570e-01
3.500000000000000000e+00 1.164814398353248709e-01 1.363408427096332760e-02 1.164814398353240799e-01
3.520000000000000018e+00 1.138857934895894791e-01 1.686047135282505577e-02 1.138857934895887297e-01
3.540000000000000036e+00 1.111567765398870783e-01 2.036925617785527443e-02 1.111567765398863983e-01
3.560000000000000053e+00 1.083037936002575752e-01 2.414150476536808254e-02 1.083037936002569507e-01
3.580000000000000071e+00 1.053365136274612701e-01 2.815775544327620006e-02 1.053365136274606872e-01
3.600000000000000089e+00 1.022648343271343047e-01 3.239809002785935810e-02 1.022648343271337912e-01
3.620000000000000107e+00 9.909884638520287392e-02 3.684220535307865946e-02 9.909884638520241595e-02
3.640000000000000124e+00 9.584879764311127204e-02 4.146948491232534811e-02 9.584879764311085570e-02
3.660000000000000142e+00 9.252505733371986507e-02 4.625907037889221557e-02 9.252505733371949037e-02
3.680000000000000160e+00 8.913808049267731015e-02 5.118993277555804189e-02 8.913808049267697708e-02
3.700000000000000178e+00 8.569837265768118217e-02 5.624094306845627694e-02 8.569837265768090462e-02
3.720000000000000195e+00 8.221645496532524466e-02 6.139094196583119722e-02 8.221645496532502262e-02
3.740000000000000213e+00 7.870282975220307953e-02 6.661880870834135937e-02 7.870282975220288524e-02
3.760000000000000231e+00 7.516794676361245042e-02 7.190352864422124013e-02 7.516794676361228389e-02
3.780000000000000249e+00 7.162217006959782639e-02 7.722425938982593885e-02 7.162217006959770149e-02
3.800000000000000266e+00 6.807574578419527123e-02 8.256039538382979603e-02 6.807574578419518796e-02
3.820000000000000284e+00 6.453877067962247860e-02 8.789163065159287525e-02 6.453877067962245084e-02
3.840000000000000302e+00 6.102116178280354852e-02 9.319801960491592985e-02 6.102116178280354852e-02
3.859999999999999876e+00 5.753262703705083053e-02 9.846003571153835732e-02 5.753262703705085135e-02
3.879999999999999893e+00 5.408263710696396831e-02 1.036586278782588161e-01 5.408263710696400300e-02
3.899999999999999911e+00 5.068039839966598237e-02 1.087752744014381101e-01 5.068039839966604482e-02
3.919999999999999929e+00 4.733482737039874932e-02 1.137920343488393604e-01 4.733482737039883259e-02
3.939999999999999947e+00 4.405452617526235681e-02 1.186915962472357561e-01 4.405452617526245396e-02
3.959999999999999964e+00 4.084775972852602854e-02 1.234573239609303846e-01 4.084775972852613263e-02
3.979999999999999982e+00 3.772243421647941686e-02 1.280732996572499505e-01 3.772243421647954870e-02
4.000000000000000000e+00 3.468607711425377577e-02 1.325243637661530638e-01 3.468607711425392148e-02
4.019999999999999574e+00 3.174581874643959273e-02 1.367961518522990694e-01 3.174581874643974538e-02
4.040000000000000036e+00 2.890837542668243595e-02 1.408751283292141165e-01 2.890837542668260249e-02
4.059999999999999609e+00 2.618003420576869161e-02 1.447486169565303515e-01 2.618003420576886855e-02
4.080000000000000071e+00 2.356663925203745028e-02 1.484048280726250613e-01 2.356663925203763416e-02
4.099999999999999645e+00 2.107357988229268883e-02 1.518328825263115800e-01 2.107357988229287965e-02
4.119999999999999218e+00 1.870578025575837453e-02 1.550228322824957761e-01 1.870578025575856534e-02
4.139999999999999680e+00 1.646769073803662498e-02 1.579656776878780589e-01 1.646769073803681926e-02
4.159999999999999254e+00 1.436328093651257493e-02 1.606533813938124944e-01 1.436328093651277095e-02
4.179999999999999716e+00 1.239603440321596778e-02 1.630788789443030073e-01 1.239603440321616033e-02
4.199999999999999289e+00 1.056894499581510598e-02 1.652360860477847526e-01 1.056894499581530200e-02
4.219999999999999751e+00 8.884514882199262900e-03 1.671199025617788048e-01 8.884514882199457189e-03
4.239999999999999325e+00 7.344754169015835395e-03 1.687262132296857842e-01 7.344754169016027082e-03
4.259999999999999787e+00 5.951182129583457853e-03 1.700518852188770136e-01 5.951182129583646938e-03
4.279999999999999361e+00 4.704830001814876497e-03 1.710947625188144472e-01 4.704830001815060378e-03
4.299999999999999822e+00 3.606245322167245682e-03 1.718536572671637008e-01 3.606245322167425660e-03
4.319999999999999396e+00 2.655497757204626410e-03 1.723283380807306420e-01 2.655497757204799882e-03
4.339999999999999858e+00 1.852186390119196086e-03 1.725195154765276628e-01 1.852186390119363053e-03
4.359999999999999432e+00 1.195448415524907881e-03 1.724288244763420574e-01 1.195448415525067910e-03
4.379999999999999893e+00 6.839691920195589822e-04 1.720588044958141216e-01 6.839691920197115294e-04
4.399999999999999467e+00 3.159935984176458755e-04 1.714128766262200954e-01 3.159935984177908333e-04
4.419999999999999929e+00 8.933863619490662873e-05 1.704953184238771624e-01 8.933863619504369899e-05
4.439999999999999503e+00 1.407217563349720129e-06 1.693112363283332811e-01 1.407217563478797362e-06
4.459999999999999964e+00 4.920307571913336579e-05 1.678665358362562421e-01 4.920307571925440341e-05
4.479999999999999538e+00 2.293467311802987714e-04 1.661678895631878428e-01 2.293467311804118266e-04
4.500000000000000000e+00 5.380924457615945174e-04 1.642227033300681371e-01 5.380924457616996850e-04
4.519999999999999574e+00 9.713460936230669746e-04 1.620390804156563724e-01 9.713460936231644444e-04
4.540000000000000036e+00 1.524683876980454603e-03 1.596257841196719596e-01 1.524683876980544592e-03
4.559999999999999609e+00 2.193371812480535924e-03 1.569921987846486233e-01 2.193371812480618757e-03
4.580000000000000071e+00 2.972385912924389861e-03 1.541482894271360704e-01 2.972385912924466189e-03
4.599999999999999645e+00 3.856432987966103808e-03 1.511045601309931874e-01 3.856432987966174064e-03
4.620000000000000107e+00 4.839971986623010924e-03 1.478720113571005967e-01 4.839971986623073374e-03
4.639999999999999680e+00 5.917235803904455881e-03 1.444620963248779422e-01 5.917235803904513126e-03
4.659999999999999254e+00 7.082253473596910112e-03 1.408866766215302602e-01 7.082253473596963021e-03
4.679999999999999716e+00 8.328872669230677137e-03 1.371579771949726356e-01 8.328872669230723974e-03
4.699999999999999289e+00 9.650782435493530237e-03 1.332885408859014742e-01 9.650782435493577074e-03
4.719999999999999751e+00 1.104153607284455788e-02 1.292911826535066422e-01 1.104153607284460298e-02
4.739999999999999325e+00 1.249457409881158353e-02 1.251789436478561723e-01 1.249457409881162516e-02
4.759999999999999787e+00 1.400324721042200959e-02 1.209650452800544590e-01 1.400324721042205296e-02
4.779999999999999361e+00 1.556083917341237986e-02 1.166628434388827656e-01 1.556083917341242670e-02
4.799999999999999822e+00 1.716058956527920579e-02 1.122857829997963297e-01 1.716058956527925783e-02
4.819999999999999396e+00 1.879571630086456294e-02 1.078473527688911110e-01 1.879571630086462192e-02
4.839999999999999858e+00 2.045943787100575409e-02 1.033610410007812092e-01 2.045943787100580613e-02
4.859999999999999432e+00 2.214499522680979382e-02 9.884029162526478118e-02 2.214499522680984933e-02
4.879999999999999893e+00 2.384567324433142788e-02 9.429846131322143499e-02 2.384567324433148339e-02
4.899999999999999467e+00 2.555482170682646034e-02 8.974877750739657101e-02 2.555482170682652626e-02
4.919999999999999929e+00 2.726587574431166630e-02 8.520429753861005762e-02 2.726587574431174610e-02
4.939999999999999503e+00 2.897237567287556589e-02 8.067786894250059126e-02 2.897237567287565263e-02
4.959999999999999964e+00 3.066798617904124835e-02 7.618209108620264958e-02 3.066798617904134550e-02
4.979999999999999538e+00 3.234651479747085306e-02 7.172927820837687873e-02 3.234651479747096409e-02
5.000000000000000000e+00 3.400192963340956109e-02 6.733142396979789612e-02 3.400192963340967212e-02
